,Unnamed: 0,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Y,X
2423,2423,Paris72,48.8469052802099,2.3758547065954496,Les Crocs,48.849639737204754,2.3778036609921958,French Restaurant,5488042.610106424,-424942.63079844124
2440,2440,Paris72,48.8469052802099,2.3758547065954496,Les Ptits Gros,48.84659,2.3821507,French Restaurant,5487651.214444771,-424681.7932977859
2451,2451,Paris72,48.8469052802099,2.3758547065954496,Le Pot de Fer - Chez Robert,48.846677135521624,2.379777972050644,French Restaurant,5487690.108634469,-424853.6307542984
2457,2457,Paris72,48.8469052802099,2.3758547065954496,Le Paris Lyon,48.84536245742301,2.3710628675948877,French Restaurant,5487651.939096811,-425515.33766600594
2461,2461,Paris72,48.8469052802099,2.3758547065954496,Gamma Cafe,48.84406133095254,2.372439354658127,French Restaurant,5487490.837365851,-425439.0162713869
2466,2466,Paris73,48.848089133346384,2.386495283382777,Chez Antoine,48.84932628589667,2.3884910345077515,French Restaurant,5487876.200231283,-424167.19958229957
2468,2468,Paris73,48.848089133346384,2.386495283382777,Au Petit Panisse,48.8505106900762,2.3865812265641027,French Restaurant,5488030.920483497,-424284.7062574283
2471,2471,Paris73,48.848089133346384,2.386495283382777,L'Aubergeade,48.84675048075674,2.383734205401222,French Restaurant,5487649.478387921,-424563.0306705774
2472,2472,Paris73,48.848089133346384,2.386495283382777,L'Ébauchoir,48.84985125209524,2.3811800269331327,French Restaurant,5488024.423819565,-424691.8584670203
2474,2474,Paris73,48.848089133346384,2.386495283382777,Le 6 Paul Bert,48.85125285057995,2.3845861837267828,French Restaurant,5488137.707000817,-424416.6924875567
2479,2479,Paris73,48.848089133346384,2.386495283382777,Bistrot Paul Bert,48.852272039628275,2.384907992558985,French Restaurant,5488246.637275931,-424374.14109608135
2491,2491,Paris73,48.848089133346384,2.386495283382777,La Tête à Toto,48.84886100112978,2.393130321454902,French Restaurant,5487767.531139669,-423836.7292390433
2494,2494,Paris73,48.848089133346384,2.386495283382777,Le Petit Louis,48.84935450052487,2.3893972353456907,French Restaurant,5487868.164675718,-424100.42623010627
2502,2502,Paris73,48.848089133346384,2.386495283382777,La Mère Pouchet,48.848113385249654,2.3927751218590965,French Restaurant,5487689.090817987,-423876.6434404992
2512,2512,Paris73,48.848089133346384,2.386495283382777,Mémère Louise,48.849185999999996,2.391557,French Restaurant,5487822.90323031,-423945.6827788829
2520,2520,Paris74,48.84927202540439,2.3971365537241365,L'Églantine,48.8471234206792,2.3956679425325698,French Restaurant,5487543.818636631,-423683.6249462771
2533,2533,Paris74,48.84927202540439,2.3971365537241365,La Tête à Toto,48.84886100112978,2.393130321454902,French Restaurant,5487767.531139669,-423836.7292390433
2541,2541,Paris74,48.84927202540439,2.3971365537241365,Le Dalou,48.84822011003999,2.3976069088070124,French Restaurant,5487641.433693565,-423521.4203820594
2548,2548,Paris74,48.84927202540439,2.3971365537241365,Le Comptoir du Poulet,48.848815,2.399966,French Restaurant,5487678.2982853595,-423337.8648824106
2562,2562,Paris74,48.84927202540439,2.3971365537241365,Les Enfants de la Balle,48.85306890213458,2.3971034225170444,French Restaurant,5488184.733014718,-423467.7989373775
2578,2578,Paris75,48.850453956226616,2.407778517114309,La Parisienne,48.850166646550846,2.403897343001689,French Restaurant,5487779.653477497,-423025.26930093823
2603,2603,Paris76,48.85163492565586,2.418421173047852,La Table d'Émile,48.85458587625988,2.419478866465247,French Restaurant,5488077.631021772,-421803.9328110439
2605,2605,Paris76,48.85163492565586,2.418421173047852,L'Amourette,48.853155738385276,2.423548136279244,French Restaurant,5487869.228392212,-421533.0955263543
